Los Alamos National Laboratory Poisson Superfish
Program SF7 written by James H. Billen and Lloyd M. Young

The original Poisson Superfish codes were developed
by Ron F. Holsinger in collaboration with Klaus Halbach.
These programs are provided as a service to the accelerator
community by the Los Alamos Accelerator Code Group (LAACG).

(c) Copyright 1985-2005, by the Regents of the University of California.        
This software was produced under U. S. Government contract W-7405-ENG-36        
by Los Alamos National Laboratory, which is operated by the University          
of California for the U. S. Department of Energy.  Neither the Government       
nor the University makes any warranty, express or implied, or assumes           
any liability or responsibility for its use, or represents that use of          
this software would not infringe privately owned rights.                        
Unpublished - rights reserved under Copyright Laws of the United States.        


Program SF7  7.17  released 1-13-2006 

Program file: Z:\POISSONSUPERFISH\SF7.EXE
SF.INI file: Z:\tmp\psf\e9be9084-f82c-4f01-8db9-825e5981f989\SF.INI 11-05-2020   2:53:34
Solution file Z:\TMP\PSF\E9BE9084-F82C-4F01-8DB9-825E5981F989\SWIFEL_7.000_9.170_36.000_5.531_9.819_30.000_2.000_5469.T35.
Memory used for SWIFEL_7.000_9.170_36.000_5.531_9.819_30.000_2.000_5469.T35 arrays:       8.857 M
Reading keyword commands and data from file:
SWIFEL_7.000_9.170_36.000_5.531_9.819_30.000_2.000_5469.IN7

Electromagnetic fields for a rectangular area with corners at:
(Zmin,Rmin) = (50,0.0)
(Zmax,Rmax) = (70,3)
Z and R increments:    99    19
EZERO computed by SFO =    0.79521E+07 MV/m
Interpolated fields normalized to E0 =    0.79521E+07 MV/m

      Z             R              Ez            Er            |E|           H 
    (cm)          (cm)           (MV/m)        (MV/m)        (MV/m)        (A/m) 
   52.8283      0.315789      2.603592E+01  2.857244E-01  2.603748E+01  4.018826E+02
   53.0303      0.315789      2.567247E+01  2.829671E-01  2.567403E+01  3.962655E+02
   53.2323      0.315789      2.531152E+01  2.822335E-01  2.531310E+01  3.906921E+02
   53.4343      0.315789      2.495083E+01  2.828833E-01  2.495243E+01  3.851170E+02
   53.6364      0.315789      2.458875E+01  2.850420E-01  2.459040E+01  3.795170E+02
   53.8384      0.315789      2.422305E+01  2.894173E-01  2.422478E+01  3.738581E+02
   54.0404      0.315789      2.385036E+01  2.968145E-01  2.385220E+01  3.680841E+02
   54.2424      0.315789      2.346625E+01  3.080938E-01  2.346827E+01  3.621295E+02
   54.4444      0.315789      2.306542E+01  3.241235E-01  2.306770E+01  3.559092E+02
   54.6465      0.315789      2.264112E+01  3.463021E-01  2.264377E+01  3.493222E+02
   54.8485      0.315789      2.218455E+01  3.758627E-01  2.218774E+01  3.422260E+02
   55.0505      0.315789      2.168577E+01  4.140797E-01  2.168972E+01  3.344664E+02
   55.2525      0.315789      2.113261E+01  4.627945E-01  2.113768E+01  3.258632E+02
   55.4545      0.315789      2.051027E+01  5.233491E-01  2.051695E+01  3.161785E+02
   55.6566      0.315789      1.980311E+01  5.962977E-01  1.981208E+01  3.051780E+02
   55.8586      0.315789      1.899441E+01  6.820064E-01  1.900665E+01  2.926171E+02
   56.0606      0.315789      1.806730E+01  7.791862E-01  1.808409E+01  2.782305E+02
   56.2626      0.315789      1.700764E+01  8.838794E-01  1.703059E+01  2.618306E+02
   56.4646      0.315789      1.580886E+01  9.895705E-01  1.583980E+01  2.433203E+02
   56.6667      0.315789      1.447282E+01  1.084192E+00  1.451337E+01  2.227524E+02
   56.8687      0.315789      1.300847E+01  1.127311E+00  1.305722E+01  2.002299E+02
   57.0707      0.315789      1.160114E+01  1.050568E+00  1.164861E+01  1.787346E+02
   57.2727      0.315789      1.033521E+01  9.809966E-01  1.038166E+01  1.590683E+02
   57.4747      0.315789      9.050232E+00  9.449339E-01  9.099429E+00  1.399769E+02
   57.6768      0.315789      7.841676E+00  9.027321E-01  7.893466E+00  1.214918E+02
   57.8788      0.315789      6.696793E+00  8.476120E-01  6.750221E+00  1.040791E+02
   58.0808      0.315789      5.634958E+00  7.815954E-01  5.688905E+00  8.778589E+01
   58.2828      0.315789      4.674875E+00  7.075550E-01  4.728117E+00  7.300845E+01
   58.4848      0.315789      3.815741E+00  6.280774E-01  3.867087E+00  5.974667E+01
   58.6869      0.315789      3.062957E+00  5.466525E-01  3.111355E+00  4.813853E+01
   58.8889      0.315789      2.422555E+00  4.670045E-01  2.467158E+00  3.817734E+01
   59.0909      0.315789      1.887104E+00  3.904686E-01  1.927077E+00  2.976282E+01
   59.2929      0.315789      1.446505E+00  3.207869E-01  1.481648E+00  2.286699E+01
   59.4949      0.315789      1.090417E+00  2.579386E-01  1.120510E+00  1.723426E+01
   59.6970      0.315789      8.116951E-01  2.039556E-01  8.369270E-01  1.284013E+01
   59.8990      0.315789      5.963908E-01  1.574142E-01  6.168153E-01  9.436532E+00
   60.1010      0.315789      4.305895E-01  1.196302E-01  4.468990E-01  6.780316E+00
   60.3030      0.315789      3.089366E-01  8.875511E-02  3.214332E-01  4.855956E+00
   60.5051      0.315789      2.196393E-01  6.526871E-02  2.291319E-01  3.399273E+00
   60.7071      0.315789      1.556215E-01  4.664155E-02  1.624607E-01  2.393750E+00
   60.9091      0.315789      1.083524E-01  3.301135E-02  1.132696E-01  1.648566E+00
   61.1111      0.315789      7.668289E-02  2.284419E-02  8.001327E-02  1.158252E+00
   61.3131      0.315789      5.477320E-02  1.584849E-02  5.701998E-02  8.018867E-01
   61.5152      0.315789      3.951486E-02  1.073573E-02  4.094729E-02  5.750946E-01
   61.7172      0.315789      2.830810E-02  7.317831E-03  2.923866E-02  4.101268E-01
   61.9192      0.315789      2.111663E-02  4.966809E-03  2.169289E-02  3.063610E-01
   62.1212      0.315789      1.611861E-02  3.471565E-03  1.648822E-02  2.295040E-01
   62.3232      0.315789      1.244859E-02  2.440407E-03  1.268554E-02  1.793938E-01
   62.5253      0.315789      9.616082E-03  1.779172E-03  9.779289E-03  1.405504E-01
   62.7273      0.315789      7.633397E-03  1.332801E-03  7.748878E-03  1.131294E-01
   62.9293      0.315789      6.114290E-03  1.040339E-03  6.202165E-03  9.077936E-02
   63.1313      0.315789      4.891689E-03  8.263193E-04  4.960990E-03  7.369953E-02
   63.3333      0.315789      3.895457E-03  6.698684E-04  3.952633E-03  5.938454E-02
   63.5354      0.315789      3.112518E-03  5.479646E-04  3.160385E-03  4.789107E-02
   63.7374      0.315789      2.476310E-03  4.511207E-04  2.517066E-03  3.821757E-02
   63.9394      0.315789      1.957323E-03  3.698278E-04  1.991955E-03  3.040415E-02
   64.1414      0.315789      1.534213E-03  3.013692E-04  1.563532E-03  2.390215E-02
   64.3434      0.315789      1.197040E-03  2.438787E-04  1.221631E-03  1.870940E-02
   64.5455      0.315789      9.269105E-04  1.958242E-04  9.473702E-04  1.445907E-02
   64.7475      0.315789      7.133349E-04  1.555603E-04  7.300997E-04  1.114359E-02
   64.9495      0.315789      5.432832E-04  1.221409E-04  5.568438E-04  8.472018E-03
   65.1515      0.315789      4.127021E-04  9.515592E-05  4.235300E-04  6.438918E-03
   65.3535      0.315789      3.116683E-04  7.350841E-05  3.202197E-04  4.826496E-03
   65.5556      0.315789      2.343973E-04  5.622929E-05  2.410474E-04  3.629094E-03
   65.7576      0.315789      1.742982E-04  4.252985E-05  1.794120E-04  2.689910E-03
   65.9596      0.315789      1.301027E-04  3.203309E-05  1.339882E-04  2.007746E-03
   66.1616      0.315789      9.696426E-05  2.398334E-05  9.988628E-05  1.478418E-03
   66.3636      0.315789      7.217995E-05  1.784215E-05  7.435245E-05  1.100797E-03
   66.5657      0.315789      5.317714E-05  1.315718E-05  5.478065E-05  8.090977E-04
   66.7677      0.315789      3.963097E-05  9.717165E-06  4.080486E-05  6.036247E-04
   66.9697      0.315789      2.964312E-05  7.164621E-06  3.049666E-05  4.453900E-04
   67.1717      0.315789      2.221078E-05  5.279125E-06  2.282954E-05  3.345788E-04
   67.3737      0.315789      1.651334E-05  3.873942E-06  1.696165E-05  2.489155E-04
   67.5758      0.315789      1.247735E-05  2.866976E-06  1.280249E-05  1.887323E-04
   67.7778      0.315789      9.485338E-06  2.129475E-06  9.721435E-06  1.419303E-04
   67.9798      0.315789      7.227356E-06  1.590340E-06  7.400260E-06  1.087291E-04
   68.1818      0.315789      5.473524E-06  1.188313E-06  5.601032E-06  8.264448E-05
   68.3838      0.315789      4.204509E-06  8.989565E-07  4.299537E-06  6.381773E-05
   68.5859      0.315789      3.242398E-06  6.837667E-07  3.313711E-06  4.888662E-05
   68.7879      0.315789      2.500845E-06  5.236062E-07  2.555071E-06  3.793989E-05
   68.9899      0.315789      1.916270E-06  4.009356E-07  1.957764E-06  2.918842E-05
   69.1919      0.315789      1.481096E-06  3.099761E-07  1.513185E-06  2.267243E-05
   69.3939      0.315789      1.145030E-06  2.400285E-07  1.169918E-06  1.744348E-05
   69.5960      0.315789      8.834343E-07  1.864154E-07  9.028881E-07  1.352498E-05
   69.7980      0.315789      6.763349E-07  1.440990E-07  6.915153E-07  1.037896E-05
   70.0000      0.315789      5.203311E-07  1.119214E-07  5.322320E-07  8.014307E-06
   50.0000      0.473684      3.040558E+01  0.000000E+00  3.040558E+01  7.024164E+02
   50.2020      0.473684      3.035029E+01  1.163745E-01  3.035051E+01  7.012511E+02
   50.4040      0.473684      3.019532E+01  2.165798E-01  3.019609E+01  6.979322E+02
   50.6061      0.473684      2.996397E+01  2.924104E-01  2.996540E+01  6.928715E+02
   50.8081      0.473684      2.967838E+01  3.476303E-01  2.968042E+01  6.865176E+02
   51.0101      0.473684      2.935574E+01  3.857864E-01  2.935827E+01  6.792496E+02
   51.2121      0.473684      2.900853E+01  4.110820E-01  2.901144E+01  6.713620E+02
   51.4141      0.473684      2.864574E+01  4.269448E-01  2.864892E+01  6.630732E+02
   51.6162      0.473684      2.827384E+01  4.359677E-01  2.827720E+01  6.545425E+02
   51.8182      0.473684      2.789746E+01  4.400900E-01  2.790093E+01  6.458849E+02
   52.0202      0.473684      2.751992E+01  4.406275E-01  2.752345E+01  6.371825E+02
   52.2222      0.473684      2.714353E+01  4.389630E-01  2.714708E+01  6.284940E+02
   52.4242      0.473684      2.676969E+01  4.359008E-01  2.677324E+01  6.198532E+02
   52.6263      0.473684      2.639924E+01  4.321275E-01  2.640278E+01  6.112813E+02
   52.8283      0.473684      2.603248E+01  4.282809E-01  2.603601E+01  6.027859E+02
   53.0303      0.473684      2.566958E+01  4.241430E-01  2.567309E+01  5.943664E+02
   53.2323      0.473684      2.530954E+01  4.227763E-01  2.531307E+01  5.860177E+02
   53.4343      0.473684      2.495021E+01  4.234281E-01  2.495381E+01  5.776693E+02
   53.6364      0.473684      2.458999E+01  4.262865E-01  2.459368E+01  5.692907E+02
   53.8384      0.473684      2.422677E+01  4.324409E-01  2.423063E+01  5.608314E+02
   54.0404      0.473684      2.385733E+01  4.430798E-01  2.386144E+01  5.522080E+02
   54.2424      0.473684      2.347727E+01  4.594376E-01  2.348177E+01  5.433236E+02
   54.4444      0.473684      2.308157E+01  4.828399E-01  2.308661E+01  5.340527E+02
   54.6465      0.473684      2.266360E+01  5.153113E-01  2.266946E+01  5.242461E+02
   54.8485      0.473684      2.221478E+01  5.587345E-01  2.222181E+01  5.136923E+02
   55.0505      0.473684      2.172545E+01  6.151169E-01  2.173415E+01  5.021623E+02
   55.2525      0.473684      2.118343E+01  6.872129E-01  2.119457E+01  4.893870E+02
   55.4545      0.473684      2.057377E+01  7.772567E-01  2.058845E+01  4.750068E+02
   55.6566      0.473684      1.988047E+01  8.863654E-01  1.990022E+01  4.586653E+02
   55.8586      0.473684      1.908575E+01  1.015282E+00  1.911273E+01  4.399853E+02
   56.0606      0.473684      1.817131E+01  1.162562E+00  1.820846E+01  4.185490E+02
   56.2626      0.473684      1.712062E+01  1.322742E+00  1.717164E+01  3.940491E+02
   56.4646      0.473684      1.592448E+01  1.486566E+00  1.599371E+01  3.663022E+02
   56.6667      0.473684      1.458014E+01  1.635736E+00  1.467161E+01  3.353432E+02
   56.8687      0.473684      1.309266E+01  1.707274E+00  1.320350E+01  3.012967E+02
   57.0707      0.473684      1.167764E+01  1.599405E+00  1.178666E+01  2.682708E+02
   57.2727      0.473684      1.037338E+01  1.497727E+00  1.048095E+01  2.385421E+02
   57.4747      0.473684      9.002746E+00  1.441024E+00  9.117345E+00  2.094147E+02
   57.6768      0.473684      7.755166E+00  1.373808E+00  7.875910E+00  1.812325E+02
   57.8788      0.473684      6.577196E+00  1.286268E+00  6.701790E+00  1.547591E+02
   58.0808      0.473684      5.493916E+00  1.181753E+00  5.619577E+00  1.300701E+02
   58.2828      0.473684      4.525325E+00  1.064839E+00  4.648919E+00  1.077793E+02
   58.4848      0.473684      3.665985E+00  9.404555E-01  3.784693E+00  8.787970E+01
   58.6869      0.473684      2.919898E+00  8.138968E-01  3.031210E+00  7.055431E+01
   58.8889      0.473684      2.295311E+00  6.913068E-01  2.397156E+00  5.579017E+01
   59.0909      0.473684      1.780568E+00  5.745756E-01  1.870978E+00  4.338431E+01
   59.2929      0.473684      1.361348E+00  4.694375E-01  1.440014E+00  3.329296E+01
   59.4949      0.473684      1.026572E+00  3.754763E-01  1.093084E+00  2.508511E+01
   59.6970      0.473684      7.672261E-01  2.956380E-01  8.222152E-01  1.872327E+01
   59.8990      0.473684      5.684426E-01  2.273897E-01  6.122361E-01  1.381096E+01
   60.1010      0.473684      4.149284E-01  1.727398E-01  4.494492E-01  9.979699E+00
   60.3030      0.473684      3.028750E-01  1.282088E-01  3.288932E-01  7.207069E+00
   60.5051      0.473684      2.204705E-01  9.454937E-02  2.398892E-01  5.100874E+00
   60.7071      0.473684      1.602654E-01  6.794607E-02  1.740737E-01  3.638422E+00
   60.9091      0.473684      1.144209E-01  4.861170E-02  1.243191E-01  2.546371E+00
   61.1111      0.473684      8.330933E-02  3.406681E-02  9.000551E-02  1.816863E+00
   61.3131      0.473684      6.129337E-02  2.399343E-02  6.582220E-02  1.279309E+00
   61.5152      0.473684      4.514638E-02  1.657352E-02  4.809238E-02  9.284594E-01
   61.7172      0.473684      3.276519E-02  1.156227E-02  3.474541E-02  6.695287E-01
   61.9192      0.473684      2.456069E-02  8.022258E-03  2.583765E-02  5.011707E-01
   62.1212      0.473684      1.873411E-02  5.707341E-03  1.958420E-02  3.747726E-01
   62.3232      0.473684      1.428592E-02  4.072579E-03  1.485508E-02  2.903223E-01
   62.5253      0.473684      1.082242E-02  2.991547E-03  1.122827E-02  2.249311E-01
   62.7273      0.473684      8.402966E-03  2.234526E-03  8.694995E-03  1.785597E-01
   62.9293      0.473684      6.596337E-03  1.724218E-03  6.817961E-03  1.412259E-01
   63.1313      0.473684      5.159709E-03  1.347464E-03  5.332753E-03  1.132369E-01
   63.3333      0.473684      4.019811E-03  1.072523E-03  4.160431E-03  9.019563E-02
   63.5354      0.473684      3.157695E-03  8.605926E-04  3.272867E-03  7.212684E-02
   63.7374      0.473684      2.482607E-03  6.967058E-04  2.578514E-03  5.711890E-02
   63.9394      0.473684      1.941627E-03  5.628985E-04  2.021576E-03  4.524230E-02
   64.1414      0.473684      1.508838E-03  4.537368E-04  1.575585E-03  3.543957E-02
   64.3434      0.473684      1.172291E-03  3.639208E-04  1.227478E-03  2.770598E-02
   64.5455      0.473684      9.073314E-04  2.904877E-04  9.526979E-04  2.139639E-02
   64.7475      0.473684      6.986267E-04  2.297849E-04  7.354457E-04  1.650708E-02
   64.9495      0.473684      5.327855E-04  1.801915E-04  5.624316E-04  1.256977E-02
   65.1515      0.473684      4.064400E-04  1.402494E-04  4.299574E-04  9.578340E-03
   65.3535      0.473684      3.090931E-04  1.084126E-04  3.275543E-04  7.201881E-03
   65.5556      0.473684      2.340099E-04  8.303911E-05  2.483065E-04  5.434596E-03
   65.7576      0.473684      1.750608E-04  6.305160E-05  1.860693E-04  4.045126E-03
   65.9596      0.473684      1.317196E-04  4.762631E-05  1.400654E-04  3.031850E-03
   66.1616      0.473684      9.917982E-05  3.579360E-05  1.054411E-04  2.242616E-03
   66.3636      0.473684      7.442105E-05  2.673428E-05  7.907727E-05  1.676470E-03
   66.5657      0.473684      5.514963E-05  1.984133E-05  5.861024E-05  1.237694E-03
   66.7677      0.473684      4.138172E-05  1.471765E-05  4.392102E-05  9.264760E-04
   66.9697      0.473684      3.120995E-05  1.090315E-05  3.305963E-05  6.857992E-04
   67.1717      0.473684      2.348257E-05  8.068791E-06  2.483015E-05  5.161440E-04
   67.3737      0.473684      1.747336E-05  5.957785E-06  1.846113E-05  3.846863E-04
   67.5758      0.473684      1.321803E-05  4.422786E-06  1.393834E-05  2.917523E-04
   67.7778      0.473684      1.007043E-05  3.293760E-06  1.059540E-05  2.193170E-04
   67.9798      0.473684      7.656490E-06  2.463727E-06  8.043121E-06  1.677710E-04
   68.1818      0.473684      5.767626E-06  1.845340E-06  6.055641E-06  1.273028E-04
   68.3838      0.473684      4.411804E-06  1.394726E-06  4.627015E-06  9.806234E-05
   68.5859      0.473684      3.393628E-06  1.059131E-06  3.555062E-06  7.489633E-05
   68.7879      0.473684      2.603223E-06  8.090420E-07  2.726045E-06  5.795954E-05
   68.9899      0.473684      1.980098E-06  6.184206E-07  2.074424E-06  4.446195E-05
   69.1919      0.473684      1.522785E-06  4.762871E-07  1.595532E-06  3.444891E-05
   69.3939      0.473684      1.174228E-06  3.673986E-07  1.230363E-06  2.643254E-05
   69.5960      0.473684      9.022195E-07  2.842692E-07  9.459434E-07  2.045622E-05
   69.7980      0.473684      6.871865E-07  2.192151E-07  7.213048E-07  1.567135E-05
   70.0000      0.473684      5.274128E-07  1.696935E-07  5.540398E-07  1.208885E-05
   50.0000      0.631579      3.051779E+01  0.000000E+00  3.051779E+01  9.382032E+02
   50.2020      0.631579      3.045172E+01  1.676830E-01  3.045218E+01  9.365152E+02
   50.4040      0.631579      3.027431E+01  3.054356E-01  3.027585E+01  9.317885E+02
   50.6061      0.631579      3.002081E+01  4.051350E-01  3.002354E+01  9.247204E+02
   50.8081      0.631579      2.971742E+01  4.756339E-01  2.972122E+01  9.159781E+02
   51.0101      0.631579      2.938140E+01  5.234868E-01  2.938606E+01  9.060790E+02
   51.2121      0.631579      2.902439E+01  5.547923E-01  2.902969E+01  8.954074E+02
   51.4141      0.631579      2.865450E+01  5.741020E-01  2.866025E+01  8.842428E+02
   51.6162      0.631579      2.827749E+01  5.847530E-01  2.828353E+01  8.727872E+02
   51.8182      0.631579      2.789749E+01  5.892065E-01  2.790371E+01  8.611862E+02
   52.0202      0.631579      2.751745E+01  5.891236E-01  2.752376E+01  8.495435E+02
   52.2222      0.631579      2.713944E+01  5.863106E-01  2.714578E+01  8.379326E+02
   52.4242      0.631579      2.676469E+01  5.816865E-01  2.677101E+01  8.263968E+02
   52.6263      0.631579      2.639394E+01  5.761885E-01  2.640023E+01  8.149628E+02
   52.8283      0.631579      2.602741E+01  5.706495E-01  2.603366E+01  8.036394E+02
   53.0303      0.631579      2.566509E+01  5.647225E-01  2.567130E+01  7.924249E+02
   53.2323      0.631579      2.530638E+01  5.625028E-01  2.531263E+01  7.813128E+02
   53.4343      0.631579      2.494895E+01  5.628491E-01  2.495530E+01  7.702097E+02
   53.6364      0.631579      2.459131E+01  5.660056E-01  2.459782E+01  7.590784E+02
   53.8384      0.631579      2.423153E+01  5.734906E-01  2.423831E+01  7.478528E+02
   54.0404      0.631579      2.386653E+01  5.868274E-01  2.387375E+01  7.364239E+02
   54.2424      0.631579      2.349204E+01  6.076071E-01  2.349989E+01  7.246652E+02
   54.4444      0.631579      2.310332E+01  6.375839E-01  2.311211E+01  7.124132E+02
   54.6465      0.631579      2.269404E+01  6.794457E-01  2.270421E+01  6.994731E+02
   54.8485      0.631579      2.225590E+01  7.356148E-01  2.226806E+01  6.855682E+02
   55.0505      0.631579      2.177964E+01  8.089192E-01  2.179466E+01  6.703976E+02
   55.2525      0.631579      2.125318E+01  9.032374E-01  2.127237E+01  6.536046E+02
   55.4545      0.631579      2.066152E+01  1.021679E+00  2.068677E+01  6.347071E+02
   55.6566      0.631579      1.998816E+01  1.166314E+00  2.002216E+01  6.132211E+02
   55.8586      0.631579      1.921393E+01  1.338770E+00  1.926051E+01  5.886245E+02
   56.0606      0.631579      1.831854E+01  1.537665E+00  1.838296E+01  5.603243E+02
   56.2626      0.631579      1.728239E+01  1.756503E+00  1.737142E+01  5.278655E+02
   56.4646      0.631579      1.609323E+01  1.983992E+00  1.621506E+01  4.909404E+02
   56.6667      0.631579      1.474330E+01  2.196186E+00  1.490597E+01  4.495137E+02
   56.8687      0.631579      1.322850E+01  2.307017E+00  1.342816E+01  4.036809E+02
   57.0707      0.631579      1.173737E+01  2.180819E+00  1.193825E+01  3.588051E+02
   57.2727      0.631579      1.042893E+01  2.050694E+00  1.062864E+01  3.179703E+02
   57.4747      0.631579      8.930905E+00  1.969831E+00  9.145561E+00  2.781259E+02
   57.6768      0.631579      7.619270E+00  1.871709E+00  7.845799E+00  2.396250E+02
   57.8788      0.631579      6.389186E+00  1.744206E+00  6.622987E+00  2.036189E+02
   58.0808      0.631579      5.274688E+00  1.592987E+00  5.509985E+00  1.702240E+02
   58.2828      0.631579      4.296503E+00  1.424862E+00  4.526607E+00  1.402904E+02
   58.4848      0.631579      3.441913E+00  1.248364E+00  3.661308E+00  1.137947E+02
   58.6869      0.631579      2.712119E+00  1.070892E+00  2.915887E+00  9.091552E+01
   58.8889      0.631579      2.116139E+00  9.017987E-01  2.300279E+00  7.162549E+01
   59.0909      0.631579      1.635116E+00  7.429274E-01  1.795980E+00  5.553976E+01
   59.2929      0.631579      1.249462E+00  6.024437E-01  1.387117E+00  4.259199E+01
   59.4949      0.631579      9.480280E-01  4.781973E-01  1.061805E+00  3.228870E+01
   59.6970      0.631579      7.147122E-01  3.750607E-01  8.071457E-01  2.406364E+01
   59.8990      0.631579      5.378611E-01  2.876756E-01  6.099605E-01  1.786211E+01
   60.1010      0.631579      3.996888E-01  2.185914E-01  4.555583E-01  1.302151E+01
   60.3030      0.631579      2.989998E-01  1.627824E-01  3.404394E-01  9.514404E+00
   60.5051      0.631579      2.241559E-01  1.207302E-01  2.546010E-01  6.833054E+00
   60.7071      0.631579      1.676601E-01  8.768656E-02  1.892059E-01  4.951937E+00
   60.9091      0.631579      1.229637E-01  6.358813E-02  1.384323E-01  3.531316E+00
   61.1111      0.631579      9.190480E-02  4.538643E-02  1.025008E-01  2.562360E+00
   61.3131      0.631579      6.926946E-02  3.255582E-02  7.653848E-02  1.836245E+00
   61.5152      0.631579      5.185118E-02  2.303738E-02  5.673858E-02  1.348520E+00
   61.7172      0.631579      3.806711E-02  1.643430E-02  4.146313E-02  9.826565E-01
   61.9192      0.631579      2.862423E-02  1.167943E-02  3.091530E-02  7.368905E-01
   62.1212      0.631579      2.179586E-02  8.443706E-03  2.337425E-02  5.499614E-01
   62.3232      0.631579      1.646318E-02  6.117273E-03  1.756295E-02  4.223718E-01
   62.5253      0.631579      1.229044E-02  4.514464E-03  1.309333E-02  3.235390E-01
   62.7273      0.631579      9.370251E-03  3.368509E-03  9.957332E-03  2.532672E-01
   62.9293      0.631579      7.226297E-03  2.569348E-03  7.669480E-03  1.972636E-01
   63.1313      0.631579      5.537637E-03  1.979527E-03  5.880812E-03  1.560279E-01
   63.3333      0.631579      4.219559E-03  1.545902E-03  4.493828E-03  1.226355E-01
   63.5354      0.631579      3.255419E-03  1.217216E-03  3.475538E-03  9.708356E-02
   63.7374      0.631579      2.525812E-03  9.667385E-04  2.704498E-03  7.614895E-02
   63.9394      0.631579      1.950129E-03  7.687814E-04  2.096194E-03  5.996400E-02
   64.1414      0.631579      1.497330E-03  6.110352E-04  1.617208E-03  4.673581E-02
   64.3434      0.631579      1.155860E-03  4.849463E-04  1.253469E-03  3.645928E-02
   64.5455      0.631579      8.932322E-04  3.837212E-04  9.721654E-04  2.811155E-02
   64.7475      0.631579      6.870858E-04  3.019912E-04  7.505235E-04  2.170480E-02
   64.9495      0.631579      5.239628E-04  2.359219E-04  5.746270E-04  1.655282E-02
   65.1515      0.631579      4.012486E-04  1.834664E-04  4.412033E-04  1.265035E-02
   65.3535      0.631579      3.074865E-04  1.417287E-04  3.385778E-04  9.544548E-03
   65.5556      0.631579      2.344114E-04  1.088265E-04  2.584413E-04  7.233636E-03
   65.7576      0.631579      1.765754E-04  8.283799E-05  1.950410E-04  5.411454E-03
   65.9596      0.631579      1.340358E-04  6.287516E-05  1.480503E-04  4.076578E-03
   66.1616      0.631579      1.020774E-04  4.742321E-05  1.125556E-04  3.031823E-03
   66.3636      0.631579      7.727462E-05  3.565393E-05  8.510329E-05  2.277798E-03
   66.5657      0.631579      5.769253E-05  2.660553E-05  6.353175E-05  1.690745E-03
   66.7677      0.631579      4.362032E-05  1.988004E-05  4.793692E-05  1.270906E-03
   66.9697      0.631579      3.319077E-05  1.479658E-05  3.633959E-05  9.444402E-04
   67.1717      0.631579      2.509425E-05  1.103063E-05  2.741161E-05  7.126004E-04
   67.3737      0.631579      1.871418E-05  8.184805E-06  2.042575E-05  5.323137E-04
   67.5758      0.631579      1.417993E-05  6.112215E-06  1.544117E-05  4.039409E-04
   67.7778      0.631579      1.082886E-05  4.561238E-06  1.175028E-05  3.035554E-04
   67.9798      0.631579      8.218701E-06  3.425302E-06  8.903917E-06  2.318861E-04
   68.1818      0.631579      6.162338E-06  2.567106E-06  6.675660E-06  1.756139E-04
   68.3838      0.631579      4.694092E-06  1.942282E-06  5.080055E-06  1.349103E-04
   68.5859      0.631579      3.601187E-06  1.470660E-06  3.889909E-06  1.026799E-04
   68.7879      0.631579      2.746941E-06  1.122120E-06  2.967295E-06  7.920134E-05
   68.9899      0.631579      2.073283E-06  8.543820E-07  2.242425E-06  6.054585E-05
   69.1919      0.631579      1.585634E-06  6.560997E-07  1.716013E-06  4.676932E-05
   69.3939      0.631579      1.219146E-06  5.033272E-07  1.318960E-06  3.576504E-05
   69.5960      0.631579      9.322988E-07  3.882081E-07  1.009894E-06  2.761598E-05
   69.7980      0.631579      7.058553E-07  2.980017E-07  7.661832E-07  2.111049E-05
   70.0000      0.631579      5.401204E-07  2.300171E-07  5.870587E-07  1.626409E-05
   50.0000      0.789474      3.068033E+01  0.000000E+00  3.068033E+01  1.175598E+03
   50.2020      0.789474      3.059080E+01  2.361763E-01  3.059171E+01  1.173186E+03
   50.4040      0.789474      3.037531E+01  4.120834E-01  3.037811E+01  1.166689E+03
   50.6061      0.789474      3.009056E+01  5.317924E-01  3.009526E+01  1.157298E+03
   50.8081      0.789474      2.976419E+01  6.138591E-01  2.977052E+01  1.145930E+03
   51.0101      0.789474      2.941161E+01  6.685894E-01  2.941921E+01  1.133227E+03
   51.2121      0.789474      2.904268E+01  7.038446E-01  2.905121E+01  1.119647E+03
   51.4141      0.789474      2.866419E+01  7.251075E-01  2.867336E+01  1.105516E+03
   51.6162      0.789474      2.828101E+01  7.362891E-01  2.829059E+01  1.091071E+03
   51.8182      0.789474      2.789663E+01  7.402496E-01  2.790645E+01  1.076481E+03
   52.0202      0.789474      2.751358E+01  7.389057E-01  2.752350E+01  1.061866E+03
   52.2222      0.789474      2.713361E+01  7.344529E-01  2.714355E+01  1.047313E+03
   52.4242      0.789474      2.675777E+01  7.278412E-01  2.676767E+01  1.032870E+03
   52.6263      0.789474      2.638670E+01  7.202479E-01  2.639652E+01  1.018571E+03
   52.8283      0.789474      2.602054E+01  7.126973E-01  2.603030E+01  1.004423E+03
   53.0303      0.789474      2.565889E+01  7.047301E-01  2.566856E+01  9.904208E+02
   53.2323      0.789474      2.530200E+01  7.012093E-01  2.531172E+01  9.765616E+02
   53.4343      0.789474      2.494663E+01  7.007769E-01  2.495648E+01  9.627275E+02
   53.6364      0.789474      2.459247E+01  7.036806E-01  2.460254E+01  9.488782E+02
   53.8384      0.789474      2.423715E+01  7.119142E-01  2.424760E+01  9.349311E+02
