Los Alamos National Laboratory Poisson Superfish
Program SF7 written by James H. Billen and Lloyd M. Young

The original Poisson Superfish codes were developed
by Ron F. Holsinger in collaboration with Klaus Halbach.
These programs are provided as a service to the accelerator
community by the Los Alamos Accelerator Code Group (LAACG).

(c) Copyright 1985-2005, by the Regents of the University of California.        
This software was produced under U. S. Government contract W-7405-ENG-36        
by Los Alamos National Laboratory, which is operated by the University          
of California for the U. S. Department of Energy.  Neither the Government       
nor the University makes any warranty, express or implied, or assumes           
any liability or responsibility for its use, or represents that use of          
this software would not infringe privately owned rights.                        
Unpublished - rights reserved under Copyright Laws of the United States.        


Program SF7  7.17  released 1-13-2006 

Program file: Z:\POISSONSUPERFISH\SF7.EXE
SF.INI file: Z:\tmp\psf\e9be9084-f82c-4f01-8db9-825e5981f989\SF.INI 11-05-2020   2:53:34
Solution file Z:\TMP\PSF\E9BE9084-F82C-4F01-8DB9-825E5981F989\SWIFEL_7.000_9.170_36.000_5.531_9.819_30.000_2.000_5469.T35.
Memory used for SWIFEL_7.000_9.170_36.000_5.531_9.819_30.000_2.000_5469.T35 arrays:       8.857 M
Reading keyword commands and data from file:
SWIFEL_7.000_9.170_36.000_5.531_9.819_30.000_2.000_5469.IN7

Electromagnetic fields for a rectangular area with corners at:
(Zmin,Rmin) = (50,0.0)
(Zmax,Rmax) = (70,3)
Z and R increments:    99    19
EZERO computed by SFO =    0.79521E+07 MV/m
Interpolated fields normalized to E0 =    0.79521E+07 MV/m

      Z             R              Ez            Er            |E|           H 
    (cm)          (cm)           (MV/m)        (MV/m)        (MV/m)        (A/m) 
   54.0404      0.789474      2.387746E+01  7.273099E-01  2.388854E+01  9.207532E+02
   54.2424      0.789474      2.351006E+01  7.516146E-01  2.352207E+01  9.061927E+02
   54.4444      0.789474      2.313020E+01  7.872476E-01  2.314359E+01  8.910608E+02
   54.6465      0.789474      2.273143E+01  8.372357E-01  2.274684E+01  8.750861E+02
   54.8485      0.789474      2.230698E+01  9.045369E-01  2.232531E+01  8.579701E+02
   55.0505      0.789474      2.184742E+01  9.931549E-01  2.186999E+01  8.393500E+02
   55.2525      0.789474      2.134026E+01  1.108060E+00  2.136901E+01  8.187199E+02
   55.4545      0.789474      2.077215E+01  1.252937E+00  2.080990E+01  7.955469E+02
   55.6566      0.789474      2.012500E+01  1.431930E+00  2.017588E+01  7.691849E+02
   55.8586      0.789474      1.937882E+01  1.648259E+00  1.944879E+01  7.389591E+02
   56.0606      0.789474      1.850973E+01  1.900163E+00  1.860701E+01  7.040664E+02
   56.2626      0.789474      1.749652E+01  2.181591E+00  1.763201E+01  6.638703E+02
   56.4646      0.789474      1.631892E+01  2.477834E+00  1.650597E+01  6.178817E+02
   56.6667      0.789474      1.496601E+01  2.761193E+00  1.521860E+01  5.659892E+02
   56.8687      0.789474      1.344770E+01  2.923978E+00  1.376191E+01  5.082848E+02
   57.0707      0.789474      1.185331E+01  2.810391E+00  1.218192E+01  4.508649E+02
   57.2727      0.789474      1.016388E+01  2.666027E+00  1.050772E+01  3.975003E+02
   57.4747      0.789474      8.824782E+00  2.554040E+00  9.186942E+00  3.457204E+02
   57.6768      0.789474      7.408973E+00  2.412854E+00  7.791966E+00  2.958717E+02
   57.8788      0.789474      6.124424E+00  2.232599E+00  6.518671E+00  2.496451E+02
   58.0808      0.789474      4.974036E+00  2.017778E+00  5.367724E+00  2.071415E+02
   58.2828      0.789474      3.965194E+00  1.784013E+00  4.348041E+00  1.694134E+02
   58.4848      0.789474      3.130124E+00  1.544274E+00  3.490338E+00  1.365071E+02
   58.6869      0.789474      2.443721E+00  1.308613E+00  2.772046E+00  1.085703E+02
   58.8889      0.789474      1.899545E+00  1.087860E+00  2.188998E+00  8.511813E+01
   59.0909      0.789474      1.463400E+00  8.867751E-01  1.711114E+00  6.607219E+01
   59.2929      0.789474      1.122855E+00  7.127019E-01  1.329942E+00  5.055101E+01
   59.4949      0.789474      8.632014E-01  5.620949E-01  1.030081E+00  3.846807E+01
   59.6970      0.789474      6.586810E-01  4.384488E-01  7.912636E-01  2.883364E+01
   59.8990      0.789474      5.057610E-01  3.365895E-01  6.075251E-01  2.160030E+01
   60.1010      0.789474      3.892184E-01  2.565912E-01  4.661867E-01  1.594531E+01
   60.3030      0.789474      2.991240E-01  1.926409E-01  3.557888E-01  1.181636E+01
   60.5051      0.789474      2.255175E-01  1.438817E-01  2.675072E-01  8.622646E+00
   60.7071      0.789474      1.726096E-01  1.062325E-01  2.026806E-01  6.352849E+00
   60.9091      0.789474      1.325787E-01  7.829178E-02  1.539698E-01  4.617166E+00
   61.1111      0.789474      1.009628E-01  5.709828E-02  1.159901E-01  3.402625E+00
   61.3131      0.789474      7.507045E-02  4.160930E-02  8.583069E-02  2.476794E+00
   61.5152      0.789474      5.689620E-02  3.017014E-02  6.440043E-02  1.837789E+00
   61.7172      0.789474      4.339584E-02  2.196780E-02  4.863932E-02  1.350829E+00
   61.9192      0.789474      3.273688E-02  1.596069E-02  3.642041E-02  1.014853E+00
   62.1212      0.789474      2.418701E-02  1.165801E-02  2.684997E-02  7.571610E-01
   62.3232      0.789474      1.824420E-02  8.555803E-03  2.015075E-02  5.775482E-01
   62.5253      0.789474      1.388231E-02  6.348933E-03  1.526524E-02  4.378697E-01
   62.7273      0.789474      1.046678E-02  4.745260E-03  1.149222E-02  3.386820E-01
   62.9293      0.789474      7.780383E-03  3.579330E-03  8.564226E-03  2.605040E-01
   63.1313      0.789474      5.894934E-03  2.727603E-03  6.495388E-03  2.033421E-01
   63.3333      0.789474      4.504265E-03  2.099685E-03  4.969616E-03  1.575531E-01
   63.5354      0.789474      3.422110E-03  1.628717E-03  3.789928E-03  1.234134E-01
   63.7374      0.789474      2.577068E-03  1.267708E-03  2.871996E-03  9.588223E-02
   63.9394      0.789474      1.969059E-03  9.926208E-04  2.205106E-03  7.495840E-02
   64.1414      0.789474      1.513743E-03  7.779419E-04  1.701944E-03  5.802059E-02
   64.3434      0.789474      1.159268E-03  6.109667E-04  1.310413E-03  4.512305E-02
   64.5455      0.789474      8.806969E-04  4.773306E-04  1.001734E-03  3.471973E-02
   64.7475      0.789474      6.760339E-04  3.734741E-04  7.723371E-04  2.680452E-02
   64.9495      0.789474      5.212255E-04  2.903028E-04  5.966169E-04  2.045693E-02
   65.1515      0.789474      4.000116E-04  2.255856E-04  4.592365E-04  1.567683E-02
   65.3535      0.789474      3.036892E-04  1.735030E-04  3.497577E-04  1.187024E-02
   65.5556      0.789474      2.328006E-04  1.336591E-04  2.684416E-04  9.034879E-03
   65.7576      0.789474      1.784037E-04  1.017846E-04  2.053971E-04  6.856690E-03
   65.9596      0.789474      1.371474E-04  7.786854E-05  1.577115E-04  5.145845E-03
   66.1616      0.789474      1.048589E-04  5.878970E-05  1.202149E-04  3.889976E-03
   66.3636      0.789474      7.893704E-05  4.455677E-05  9.064415E-05  2.908048E-03
   66.5657      0.789474      6.021391E-05  3.340818E-05  6.886088E-05  2.194653E-03
   66.7677      0.789474      4.614664E-05  2.522429E-05  5.259066E-05  1.639149E-03
   66.9697      0.789474      3.511175E-05  1.883646E-05  3.984529E-05  1.238121E-03
   67.1717      0.789474      2.628213E-05  1.415483E-05  2.985146E-05  9.260982E-04
   67.3737      0.789474      1.997454E-05  1.055550E-05  2.259205E-05  7.014973E-04
   67.5758      0.789474      1.528206E-05  7.950102E-06  1.722631E-05  5.265384E-04
   67.7778      0.789474      1.159604E-05  5.941823E-06  1.302971E-05  4.005419E-04
   67.9798      0.789474      8.669188E-06  4.477870E-06  9.757363E-06  3.021158E-04
   68.1818      0.789474      6.583022E-06  3.359911E-06  7.390885E-06  2.308369E-04
   68.3838      0.789474      5.037820E-06  2.549943E-06  5.646400E-06  1.748769E-04
   68.5859      0.789474      3.824229E-06  1.925234E-06  4.281502E-06  1.341483E-04
   68.7879      0.789474      2.866574E-06  1.465571E-06  3.219494E-06  1.020505E-04
   68.9899      0.789474      2.180407E-06  1.112383E-06  2.447769E-06  7.847342E-05
   69.1919      0.789474      1.671229E-06  8.528587E-07  1.876266E-06  5.980511E-05
   69.3939      0.789474      1.271676E-06  6.506389E-07  1.428457E-06  4.603933E-05
   69.5960      0.789474      9.567921E-07  4.993783E-07  1.079273E-06  3.512129E-05
   69.7980      0.789474      7.295473E-07  3.818040E-07  8.234158E-07  2.702169E-05
   70.0000      0.789474      5.601224E-07  2.940667E-07  6.326234E-07  2.058890E-05
   50.0000      0.947368      3.093217E+01  0.000000E+00  3.093217E+01  1.415423E+03
   50.2020      0.947368      3.076968E+01  3.411150E-01  3.077157E+01  1.411737E+03
   50.4040      0.947368      3.049316E+01  5.445350E-01  3.049802E+01  1.402857E+03
   50.6061      0.947368      3.016883E+01  6.762099E-01  3.017641E+01  1.390722E+03
   50.8081      0.947368      2.981558E+01  7.643949E-01  2.982538E+01  1.376438E+03
   51.0101      0.947368      2.944419E+01  8.224111E-01  2.945567E+01  1.360728E+03
   51.2121      0.947368      2.906184E+01  8.591534E-01  2.907453E+01  1.344095E+03
   51.4141      0.947368      2.867372E+01  8.806225E-01  2.868724E+01  1.326895E+03
   51.6162      0.947368      2.828358E+01  8.910501E-01  2.829762E+01  1.309386E+03
   51.8182      0.947368      2.789427E+01  8.935526E-01  2.790858E+01  1.291754E+03
   52.0202      0.947368      2.750785E+01  8.903014E-01  2.752225E+01  1.274131E+03
   52.2222      0.947368      2.712563E+01  8.835117E-01  2.714002E+01  1.256611E+03
   52.4242      0.947368      2.674862E+01  8.744025E-01  2.676291E+01  1.239249E+03
   52.6263      0.947368      2.637721E+01  8.642771E-01  2.639137E+01  1.222080E+03
   52.8283      0.947368      2.601151E+01  8.542941E-01  2.602554E+01  1.205112E+03
   53.0303      0.947368      2.565135E+01  8.441292E-01  2.566523E+01  1.188344E+03
   53.2323      0.947368      2.529553E+01  8.388668E-01  2.530943E+01  1.171739E+03
   53.4343      0.947368      2.494337E+01  8.367068E-01  2.495740E+01  1.155208E+03
   53.6364      0.947368      2.459322E+01  8.388184E-01  2.460752E+01  1.138684E+03
   53.8384      0.947368      2.424302E+01  8.472587E-01  2.425783E+01  1.122069E+03
   54.0404      0.947368      2.389004E+01  8.637517E-01  2.390565E+01  1.105213E+03
   54.2424      0.947368      2.353082E+01  8.905779E-01  2.354766E+01  1.087935E+03
   54.4444      0.947368      2.316124E+01  9.307428E-01  2.317993E+01  1.070021E+03
   54.6465      0.947368      2.277571E+01  9.870781E-01  2.279709E+01  1.051161E+03
   54.8485      0.947368      2.236722E+01  1.063718E+00  2.239249E+01  1.030998E+03
   55.0505      0.947368      2.192733E+01  1.165948E+00  2.195831E+01  1.009116E+03
   55.2525      0.947368      2.144469E+01  1.298385E+00  2.148396E+01  9.849223E+02
   55.4545      0.947368      2.090508E+01  1.467409E+00  2.095652E+01  9.577681E+02
   55.6566      0.947368      2.029112E+01  1.679486E+00  2.036051E+01  9.269155E+02
   55.8586      0.947368      1.958048E+01  1.937952E+00  1.967615E+01  8.913923E+02
   56.0606      0.947368      1.874732E+01  2.244775E+00  1.888124E+01  8.502864E+02
   56.2626      0.947368      1.776251E+01  2.593358E+00  1.795083E+01  8.026928E+02
   56.4646      0.947368      1.659941E+01  2.965558E+00  1.686224E+01  7.478251E+02
   56.6667      0.947368      1.524900E+01  3.319623E+00  1.560615E+01  6.855616E+02
   56.8687      0.947368      1.372481E+01  3.538311E+00  1.417357E+01  6.165135E+02
   57.0707      0.947368      1.203368E+01  3.519196E+00  1.253771E+01  5.457658E+02
   57.2727      0.947368      1.033500E+01  3.390569E+00  1.087695E+01  4.773350E+02
   57.4747      0.947368      8.657720E+00  3.235195E+00  9.242435E+00  4.116166E+02
   57.6768      0.947368      7.128658E+00  3.020981E+00  7.742357E+00  3.488882E+02
   57.8788      0.947368      5.748707E+00  2.756342E+00  6.375347E+00  2.910103E+02
   58.0808      0.947368      4.556857E+00  2.452637E+00  5.174976E+00  2.391592E+02
   58.2828      0.947368      3.564865E+00  2.133433E+00  4.154492E+00  1.937830E+02
   58.4848      0.947368      2.775648E+00  1.812330E+00  3.314930E+00  1.550189E+02
   58.6869      0.947368      2.143558E+00  1.509117E+00  2.621502E+00  1.226385E+02
   58.8889      0.947368      1.656151E+00  1.237697E+00  2.067541E+00  9.584277E+01
   59.0909      0.947368      1.283974E+00  9.972745E-01  1.625775E+00  7.448680E+01
   59.2929      0.947368      9.977756E-01  7.926628E-01  1.274312E+00  5.714598E+01
   59.4949      0.947368      7.777665E-01  6.235357E-01  9.968538E-01  4.377984E+01
   59.6970      0.947368      6.085670E-01  4.868054E-01  7.793159E-01  3.315677E+01
   59.8990      0.947368      4.769496E-01  3.754590E-01  6.070012E-01  2.513345E+01
   60.1010      0.947368      3.708010E-01  2.870810E-01  4.689444E-01  1.878073E+01
   60.3030      0.947368      2.889955E-01  2.184856E-01  3.622904E-01  1.411586E+01
   60.5051      0.947368      2.251220E-01  1.654658E-01  2.793901E-01  1.048312E+01
   60.7071      0.947368      1.746186E-01  1.242217E-01  2.142958E-01  7.837887E+00
   60.9091      0.947368      1.336394E-01  9.254058E-02  1.625523E-01  5.780376E+00
   61.1111      0.947368      1.025836E-01  6.891951E-02  1.235852E-01  4.314693E+00
   61.3131      0.947368      7.875001E-02  5.120446E-02  9.393328E-02  3.184741E+00
   61.5152      0.947368      6.006230E-02  3.788844E-02  7.101418E-02  2.382909E+00
   61.7172      0.947368      4.516700E-02  2.786825E-02  5.307256E-02  1.764456E+00
   61.9192      0.947368      3.415969E-02  2.061204E-02  3.989663E-02  1.328412E+00
   62.1212      0.947368      2.588909E-02  1.526930E-02  3.005656E-02  9.909857E-01
   62.3232      0.947368      1.950178E-02  1.134350E-02  2.256090E-02  7.526210E-01
   62.5253      0.947368      1.450948E-02  8.403524E-03  1.676736E-02  5.675992E-01
   62.7273      0.947368      1.089482E-02  6.296020E-03  1.258320E-02  4.349396E-01
   62.9293      0.947368      8.214699E-03  4.738583E-03  9.483430E-03  3.305565E-01
   63.1313      0.947368      6.172064E-03  3.595383E-03  7.142909E-03  2.552422E-01
   63.3333      0.947368      4.633023E-03  2.722212E-03  5.373578E-03  1.974216E-01
   63.5354      0.947368      3.463267E-03  2.087403E-03  4.043695E-03  1.517710E-01
   63.7374      0.947368      2.609990E-03  1.596823E-03  3.059721E-03  1.176640E-01
   63.9394      0.947368      1.985606E-03  1.242063E-03  2.342083E-03  9.050313E-02
   64.1414      0.947368      1.504972E-03  9.576171E-04  1.783808E-03  7.016490E-02
   64.3434      0.947368      1.137626E-03  7.428131E-04  1.358663E-03  5.393400E-02
   64.5455      0.947368      8.669061E-04  5.741151E-04  1.039776E-03  4.167379E-02
   64.7475      0.947368      6.652911E-04  4.474608E-04  8.017689E-04  3.189915E-02
   64.9495      0.947368      5.096253E-04  3.453873E-04  6.156381E-04  2.455026E-02
   65.1515      0.947368      3.884922E-04  2.668055E-04  4.712869E-04  1.869765E-02
   65.3535      0.947368      2.981687E-04  2.051694E-04  3.619379E-04  1.431633E-02
   65.5556      0.947368      2.297706E-04  1.583474E-04  2.790492E-04  1.085067E-02
   65.7576      0.947368      1.766645E-04  1.210512E-04  2.141582E-04  8.273914E-03
   65.9596      0.947368      1.347447E-04  9.238087E-05  1.633718E-04  6.238687E-03
   66.1616      0.947368      1.033667E-04  7.026037E-05  1.249848E-04  4.740153E-03
   66.3636      0.947368      7.949753E-05  5.356314E-05  9.585858E-05  3.564750E-03
   66.5657      0.947368      6.092199E-05  4.051777E-05  7.316542E-05  2.703897E-03
   66.7677      0.947368      4.622340E-05  3.057758E-05  5.542193E-05  2.028878E-03
   66.9697      0.947368      3.527647E-05  2.306211E-05  4.214606E-05  1.538212E-03
   67.1717      0.947368      2.699410E-05  1.744395E-05  3.213989E-05  1.154762E-03
   67.3737      0.947368      2.056540E-05  1.313232E-05  2.440068E-05  8.766872E-04
   67.5758      0.947368      1.550867E-05  9.864546E-06  1.838010E-05  6.591100E-04
   67.7778      0.947368      1.177445E-05  7.431510E-06  1.392354E-05  5.014340E-04
   67.9798      0.947368      8.970825E-06  5.618512E-06  1.058505E-05  3.779241E-04
   68.1818      0.947368      6.806030E-06  4.242072E-06  8.019802E-06  2.883820E-04
   68.3838      0.947368      5.116266E-06  3.195222E-06  6.032050E-06  2.180840E-04
   68.5859      0.947368      3.876040E-06  2.420733E-06  4.569861E-06  1.668191E-04
   68.7879      0.947368      2.949003E-06  1.839534E-06  3.475702E-06  1.264334E-04
   68.9899      0.947368      2.236358E-06  1.399233E-06  2.638020E-06  9.694395E-05
   69.1919      0.947368      1.682723E-06  1.060313E-06  1.988925E-06  7.365999E-05
   69.3939      0.947368      1.276560E-06  8.093624E-07  1.511513E-06  5.652831E-05
   69.5960      0.947368      9.728299E-07  6.183568E-07  1.152720E-06  4.297319E-05
   69.7980      0.947368      7.396402E-07  4.732316E-07  8.780750E-07  3.299885E-05
   70.0000      0.947368      5.585229E-07  3.598699E-07  6.644202E-07  2.509346E-05
   50.0000       1.10526      3.132369E+01  1.889724E-01  3.132426E+01  1.659600E+03
   50.2020       1.10526      3.096740E+01  5.061465E-01  3.097153E+01  1.652529E+03
   50.4040       1.10526      3.061733E+01  7.081930E-01  3.062552E+01  1.640406E+03
   50.6061       1.10526      3.025000E+01  8.399283E-01  3.026165E+01  1.625039E+03
   50.8081       1.10526      2.986824E+01  9.279434E-01  2.988265E+01  1.607523E+03
   51.0101       1.10526      2.947696E+01  9.853763E-01  2.949343E+01  1.588589E+03
   51.2121       1.10526      2.908038E+01  1.021020E+00  2.909830E+01  1.568748E+03
   51.4141       1.10526      2.868193E+01  1.040848E+00  2.870081E+01  1.548367E+03
   51.6162       1.10526      2.828436E+01  1.049203E+00  2.830381E+01  1.527713E+03
   51.8182       1.10526      2.788974E+01  1.049245E+00  2.790947E+01  1.506981E+03
   52.0202       1.10526      2.749963E+01  1.043279E+00  2.751942E+01  1.486310E+03
   52.2222       1.10526      2.711511E+01  1.033532E+00  2.713480E+01  1.465798E+03
   52.4242       1.10526      2.673683E+01  1.021392E+00  2.675633E+01  1.445504E+03
   52.6263       1.10526      2.636514E+01  1.008226E+00  2.638441E+01  1.425462E+03
   52.8283       1.10526      2.600000E+01  9.952398E-01  2.601904E+01  1.405681E+03
   53.0303       1.10526      2.564114E+01  9.824221E-01  2.565995E+01  1.386155E+03
   53.2323       1.10526      2.528824E+01  9.748824E-01  2.530702E+01  1.366841E+03
   53.4343       1.10526      2.493932E+01  9.706128E-01  2.495820E+01  1.347646E+03
   53.6364       1.10526      2.459369E+01  9.712057E-01  2.461285E+01  1.328497E+03
   53.8384       1.10526      2.424945E+01  9.788962E-01  2.426920E+01  1.309280E+03
   54.0404       1.10526      2.390398E+01  9.957411E-01  2.392471E+01  1.289823E+03
   54.2424       1.10526      2.355434E+01  1.023855E+00  2.357658E+01  1.269934E+03
   54.4444       1.10526      2.319689E+01  1.066799E+00  2.322140E+01  1.249370E+03
   54.6465       1.10526      2.282631E+01  1.128182E+00  2.285417E+01  1.227779E+03
   54.8485       1.10526      2.243653E+01  1.211917E+00  2.246924E+01  1.204779E+03
   55.0505       1.10526      2.201995E+01  1.324603E+00  2.205975E+01  1.179887E+03
   55.2525       1.10526      2.156535E+01  1.472778E+00  2.161558E+01  1.152426E+03
   55.4545       1.10526      2.105959E+01  1.662707E+00  2.112513E+01  1.121664E+03
   55.6566       1.10526      2.048527E+01  1.904256E+00  2.057358E+01  1.086715E+03
   55.8586       1.10526      1.981793E+01  2.205412E+00  1.994026E+01  1.046402E+03
   56.0606       1.10526      1.902841E+01  2.568017E+00  1.920092E+01  9.995425E+02
   56.2626       1.10526      1.808045E+01  2.990691E+00  1.832613E+01  9.449219E+02
   56.4646       1.10526      1.693449E+01  3.454237E+00  1.728319E+01  8.813760E+02
   56.6667       1.10526      1.555346E+01  3.909847E+00  1.603737E+01  8.084244E+02
   56.8687       1.10526      1.391185E+01  4.233666E+00  1.454178E+01  7.267095E+02
   57.0707       1.10526      1.210342E+01  4.303718E+00  1.284580E+01  6.408947E+02
   57.2727       1.10526      1.023922E+01  4.179939E+00  1.105954E+01  5.562653E+02
   57.4747       1.10526      8.465757E+00  3.958225E+00  9.345405E+00  4.751475E+02
   57.6768       1.10526      6.826400E+00  3.666501E+00  7.748740E+00  3.982457E+02
   57.8788       1.10526      5.400533E+00  3.303385E+00  6.330728E+00  3.288930E+02
   58.0808       1.10526      4.192082E+00  2.891504E+00  5.092578E+00  2.670798E+02
   58.2828       1.10526      3.209539E+00  2.467347E+00  4.048326E+00  2.143034E+02
   58.4848       1.10526      2.444138E+00  2.060932E+00  3.197069E+00  1.698752E+02
   58.6869       1.10526      1.864750E+00  1.686611E+00  2.514349E+00  1.338139E+02
   58.8889       1.10526      1.431238E+00  1.360170E+00  1.974463E+00  1.042691E+02
   59.0909       1.10526      1.104941E+00  1.082662E+00  1.546948E+00  8.110221E+01
   59.2929       1.10526      8.598671E-01  8.577350E-01  1.214529E+00  6.244968E+01
   59.4949       1.10526      6.722732E-01  6.708221E-01  9.497124E-01  4.813673E+01
   59.6970       1.10526      5.227549E-01  5.232668E-01  7.396491E-01  3.666129E+01
   59.8990       1.10526      4.106598E-01  4.049715E-01  5.767524E-01  2.802333E+01
   60.1010       1.10526      3.225652E-01  3.130272E-01  4.494822E-01  2.118453E+01
   60.3030       1.10526      2.523206E-01  2.394868E-01  3.478787E-01  1.607875E+01
   60.5051       1.10526      1.948493E-01  1.827474E-01  2.671383E-01  1.204647E+01
   60.7071       1.10526      1.516774E-01  1.386878E-01  2.055246E-01  9.093556E+00
   60.9091       1.10526      1.178351E-01  1.050786E-01  1.578816E-01  6.786304E+00
   61.1111       1.10526      9.080109E-02  7.902227E-02  1.203717E-01  5.107396E+00
   61.3131       1.10526      6.899626E-02  5.921340E-02  9.092145E-02  3.797292E+00
   61.5152       1.10526      5.284696E-02  4.432758E-02  6.897634E-02  2.857361E+00
   61.7172       1.10526      4.045748E-02  3.315090E-02  5.230478E-02  2.127285E+00
   61.9192       1.10526      3.067884E-02  2.473781E-02  3.941003E-02  1.604928E+00
   62.1212       1.10526      2.296708E-02  1.839317E-02  2.942440E-02  1.198658E+00
   62.3232       1.10526      1.735978E-02  1.374737E-02  2.214390E-02  9.086929E-01
   62.5253       1.10526      1.314790E-02  1.027697E-02  1.668782E-02  6.824554E-01
   62.7273       1.10526      9.873165E-03  7.714416E-03  1.252963E-02  5.205184E-01
   62.9293       1.10526      7.338948E-03  5.771579E-03  9.336556E-03  3.936605E-01
   63.1313       1.10526      5.520912E-03  4.363356E-03  7.036998E-03  3.019443E-01
   63.3333       1.10526      4.173197E-03  3.299294E-03  5.319860E-03  2.295387E-01
   63.5354       1.10526      3.135249E-03  2.514697E-03  4.019140E-03  1.768630E-01
   63.7374       1.10526      2.358677E-03  1.908750E-03  3.034252E-03  1.363658E-01
   63.9394       1.10526      1.768630E-03  1.464487E-03  2.296252E-03  1.043095E-01
   64.1414       1.10526      1.339760E-03  1.119031E-03  1.745619E-03  8.050862E-02
   64.3434       1.10526      1.020444E-03  8.652653E-04  1.337905E-03  6.160804E-02
   64.5455       1.10526      7.756682E-04  6.636512E-04  1.020830E-03  4.752553E-02
   64.7475       1.10526      5.873102E-04  5.122247E-04  7.792993E-04  3.631477E-02
   64.9495       1.10526      4.495218E-04  3.934531E-04  5.973903E-04  2.794473E-02
   65.1515       1.10526      3.453443E-04  3.042939E-04  4.602797E-04  2.129824E-02
   65.3535       1.10526      2.647499E-04  2.333013E-04  3.528767E-04  1.634188E-02
   65.5556       1.10526      2.015970E-04  1.793896E-04  2.698555E-04  1.240599E-02
   65.7576       1.10526      1.550818E-04  1.372185E-04  2.070732E-04  9.486795E-03
   65.9596       1.10526      1.194905E-04  1.053787E-04  1.593193E-04  7.181123E-03
   66.1616       1.10526      9.171672E-05  8.025115E-05  1.218696E-04  5.476598E-03
   66.3636       1.10526      6.974499E-05  6.118380E-05  9.277835E-05  4.130849E-03
   66.5657       1.10526      5.354733E-05  4.645800E-05  7.089190E-05  3.143754E-03
   66.7677       1.10526      4.114595E-05  3.538407E-05  5.426805E-05  2.368163E-03
   66.9697       1.10526      3.144104E-05  2.676994E-05  4.129368E-05  1.800758E-03
   67.1717       1.10526      2.377824E-05  2.026115E-05  3.123970E-05  1.354705E-03
   67.3737       1.10526      1.815746E-05  1.531025E-05  2.375073E-05  1.030182E-03
   67.5758       1.10526      1.388585E-05  1.160507E-05  1.809681E-05  7.756201E-04
   67.7778       1.10526      1.055088E-05  8.760106E-06  1.371352E-05  5.905117E-04
   67.9798       1.10526      7.937482E-06  6.613531E-06  1.033162E-05  4.450446E-04
   68.1818       1.10526      6.033485E-06  4.998536E-06  7.835069E-06  3.393603E-04
   68.3838       1.10526      4.599048E-06  3.790245E-06  5.959631E-06  2.562713E-04
   68.5859       1.10526      3.483373E-06  2.868662E-06  4.512550E-06  1.958128E-04
   68.7879       1.10526      2.614910E-06  2.170796E-06  3.398545E-06  1.481516E-04
   68.9899       1.10526      1.985075E-06  1.647480E-06  2.579673E-06  1.133771E-04
   69.1919       1.10526      1.513094E-06  1.254038E-06  1.965214E-06  8.592641E-05
   69.3939       1.10526      1.146606E-06  9.536399E-07  1.491353E-06  6.585303E-05
   69.5960       1.10526      8.618990E-07  7.246922E-07  1.126077E-06  4.996458E-05
   69.7980       1.10526      6.555712E-07  5.523772E-07  8.572597E-07  3.831116E-05
   70.0000       1.10526      5.010400E-07  4.220153E-07  6.550862E-07  2.908631E-05
   50.0000       1.26316      3.157516E+01  4.770315E-01  3.157876E+01  1.907393E+03
   50.2020       1.26316      3.114451E+01  7.239115E-01  3.115292E+01  1.895426E+03
   50.4040       1.26316      3.073458E+01  9.008962E-01  3.074778E+01  1.879282E+03
   50.6061       1.26316      3.032757E+01  1.022455E+00  3.034480E+01  1.860216E+03
   50.8081       1.26316      2.991832E+01  1.104389E+00  2.993869E+01  1.839160E+03
   51.0101       1.26316      2.950739E+01  1.157524E+00  2.953009E+01  1.816784E+03
   51.2121       1.26316      2.909653E+01  1.189541E+00  2.912083E+01  1.793579E+03
   51.4141       1.26316      2.868764E+01  1.205970E+00  2.871297E+01  1.769903E+03
   51.6162       1.26316      2.828244E+01  1.210901E+00  2.830835E+01  1.746021E+03
   51.8182       1.26316      2.788234E+01  1.207448E+00  2.790848E+01  1.722130E+03
   52.0202       1.26316      2.748845E+01  1.197915E+00  2.751454E+01  1.698370E+03
   52.2222       1.26316      2.710154E+01  1.184537E+00  2.712741E+01  1.674839E+03
   52.4242       1.26316      2.672200E+01  1.168767E+00  2.674755E+01  1.651599E+03
   52.6263       1.26316      2.635008E+01  1.152038E+00  2.637525E+01  1.628682E+03
   52.8283       1.26316      2.598566E+01  1.135674E+00  2.601046E+01  1.606095E+03
   53.0303       1.26316      2.562830E+01  1.119661E+00  2.565275E+01  1.583825E+03
   53.2323       1.26316      2.527835E+01  1.109045E+00  2.530266E+01  1.561839E+03
   53.4343       1.26316      2.493316E+01  1.102086E+00  2.495750E+01  1.540021E+03
   53.6364       1.26316      2.459252E+01  1.100459E+00  2.461713E+01  1.518301E+03
   53.8384       1.26316      2.425483E+01  1.106494E+00  2.428005E+01  1.496550E+03
   54.0404       1.26316      2.391759E+01  1.122425E+00  2.394392E+01  1.474585E+03
   54.2424       1.26316      2.357840E+01  1.150632E+00  2.360646E+01  1.452199E+03
   54.4444       1.26316      2.323426E+01  1.194706E+00  2.326495E+01  1.429126E+03
   54.6465       1.26316      2.288013E+01  1.258739E+00  2.291473E+01  1.404989E+03
   54.8485       1.26316      2.251102E+01  1.347344E+00  2.255131E+01  1.379373E+03
   55.0505       1.26316      2.212052E+01  1.467453E+00  2.216914E+01  1.351750E+03
